record_id,mode,subtype,strategies,algorithm_family,task_family_hash,difficulty,outcome,provider,toolchain,prompt_version,cosim_status
1d6315f90a41785b6cc8c34652310ffa1b61ad3baa3522e82e50eee0260eea58,REPAIR,WRONG_COEFFICIENT,FIX_COEFFICIENT,VECTOR_ELEMENTWISE,f027d3351bfa35db4cc800b8fb3f429de7e689d80eb0014dd70f940951cd5700,1,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
1f370e7c2ecbc423eacfa5e50a030f2f476dab5caefd02bd65a7c10cc49e7f72,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,ARRAY_PARTITION+LOOP_UNROLL,DOT_PRODUCT,517ceee8c6c0c646bd9055a2815aafadb6d0bd5e2eb1e6ef5f309661112aa95c,3,NO_IMPROVEMENT,UNKNOWN,Vitis 2025.2,UNKNOWN,NOT_RUN
1f624586a08e22988b70a93e0f653a613875f9ddfbe87942da9f2669bdbac8e1,REPAIR,WRONG_ARRAY_INDEX,FIX_ARRAY_INDEX,OTHER,c22acf97012cb09914f25c3ae5a8f5d43080397c123b917e5aaf30a43efda89e,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:e12016910cb2636a47042c02d1718e245b5155693b400bd54aea732a4b18b087,PASS
20f337dc402c4eab4cb001580290e762456144d2546b239954b8f892e10da80d,SYNTH_FIX,DYNAMIC_ALLOCATION,REMOVE_DYNAMIC_ALLOCATION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
2299c09d367c2886ab3e856483736c698fbcf3508dca462db5b501656e8b15df,SYNTH_FIX,UNSUPPORTED_STL,REPLACE_UNSUPPORTED_STL,MATRIX_MULTIPLICATION,c268dc888208a9376bc96953414fa476f26bf0773020febe70ff54dd3f2fd98c,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:eb4d2cdb6098e8f7510c8dc6176770b2c805b98a69b67bf3353b4c1915ec0001,PASS
258ffba49b6088334b1d13b67cdc4e312cccd65cffc6b10289a8800dd99a492b,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOCAL_LOOP_RESTRUCTURE,STREAM_PIPELINE,81563d3db02440d1d815c18bed526280c11aa0cabe5698f6b5021255c59c8b4a,2,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:7fb2ff9f14ce4a661aad2fb8cde0ed422bb3b98bace5baacd2943e52595640a9,PASS
2cb941b1a9101db746efbf43d8235779af0100377e744155ac7822a4d5d42e23,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,VECTOR_ELEMENTWISE,3f66fe95c8e4f10cada90631276ed45fb5135ca3dc56a724c866a54f8b5f15bb,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:91d3a2abfaf32e46ad31b6dacdf8d4ce68d62ce8c568b96123e8cf66dde80fd7,PASS
30373e1e36bb669984f5798ffb65c2cf86e26a3edc5cc214ea7347ac5b4111b5,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,ARRAY_PARTITION+LOOP_UNROLL+PARALLEL_REDUCTION,DOT_PRODUCT,517ceee8c6c0c646bd9055a2815aafadb6d0bd5e2eb1e6ef5f309661112aa95c,3,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
339e80112f3aa9607e720d57c17e375e750eb06bbf52680f28e2b234eaaaef3c,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,VECTOR_ELEMENTWISE,8f3251161ddc3be0f268e8939c8b0158267ee2051bd4931ce59115e2313de3e5,1,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
3ad0285872ed166de074471b66a925c51c6263205dc5572f881f08e3b4f9593c,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,REPLACE_UNSUPPORTED_STL+REMOVE_RECURSION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,3,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
3b92d0ae173dcd6e1f26c3fa7d8423ad69694f5d5b996c5265a3b1ca1123f22e,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,OTHER,48b681c810050468ddf06aa93e96a9e4520885cff91d40a4605ffe3974a00688,2,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
3c8583a8b3226ea3abcc0a599158a86ebc93e3e37e525a5b0aa527037e555aa1,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,3,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
3da101d5ebf3718a0ca69f30c7defd434059d63aad596588b4dc4219b502acbc,OPTIMIZE,SERIAL_REDUCTION,LOOP_UNROLL+LOCAL_LOOP_RESTRUCTURE,REDUCTION,064c365ea5d2c375e2f54987131382b590985827d1699a89bb94a989b868f72b,3,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:22a96fcd1764b2c4f9f41dd98ea5d0c28725cbdcee9b98ed8cbbc0993186c2a0,NOT_RUN
3feec82e4c161c86774001d4ae14e615bd47930bae9f87d2028366d6bc2fef5a,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,LOOP_PIPELINE+ARRAY_PARTITION+MEMORY_BANKING,REDUCTION,5ded6fb620d2046b7cbf25acca8ce6234a954d419530b645454fbb4562e74b3e,2,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:915f6f9bc8138cdd225a4ac2f5bec40e1934d6c0f47657469fd058d4b8348c7d,PASS
462ff63bfb0a2d73ae600a27c93c84ae1de791f03f23ff478b85f345438d153e,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,VECTOR_ELEMENTWISE,ca081486a01fa0bbe8d93812474e67327cfadd659967a424d8c10d43dab3fb99,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:f6f71a166eba9259eb23d3447b58d69f1246d554c6a62a34b5c4fe04ca917e69,PASS
46482270625f012695b4e119603e08499f1cbfe5f163eca57023031374710de7,OPTIMIZE,SERIAL_REDUCTION,ARRAY_PARTITION+MEMORY_BANKING+LOCAL_LOOP_RESTRUCTURE,REDUCTION,064c365ea5d2c375e2f54987131382b590985827d1699a89bb94a989b868f72b,3,FAILURE,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:22a96fcd1764b2c4f9f41dd98ea5d0c28725cbdcee9b98ed8cbbc0993186c2a0,NOT_RUN
46ada05a965e77e88517631c05e911410763ea76dbdc1bc8d12fcf300d2e1f44,REPAIR,WRONG_COEFFICIENT,FIX_COEFFICIENT,VECTOR_ELEMENTWISE,f027d3351bfa35db4cc800b8fb3f429de7e689d80eb0014dd70f940951cd5700,1,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
4a1cba6d2d6b428e344bed164d0d12e266d8bd27962cdad72a6c2cf52b8cefe3,REPAIR,WRONG_COEFFICIENT,FIX_COEFFICIENT,VECTOR_ELEMENTWISE,f027d3351bfa35db4cc800b8fb3f429de7e689d80eb0014dd70f940951cd5700,1,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
4fef049e3f719cdaa14a9d46a41877e033a73a9bbafc3d3cc0ba0c40cee70143,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,PARALLEL_REDUCTION+LOCAL_LOOP_RESTRUCTURE,REDUCTION,5ded6fb620d2046b7cbf25acca8ce6234a954d419530b645454fbb4562e74b3e,2,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:915f6f9bc8138cdd225a4ac2f5bec40e1934d6c0f47657469fd058d4b8348c7d,NOT_RUN
52e6685d78d9eae00e3aa5bea90437874132d2ab8f43378fc9723ef7a9b45901,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,VECTOR_ELEMENTWISE,ca081486a01fa0bbe8d93812474e67327cfadd659967a424d8c10d43dab3fb99,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:f6f71a166eba9259eb23d3447b58d69f1246d554c6a62a34b5c4fe04ca917e69,PASS
53a9fa2a150a3cc39b706612ad2de8411b99a6b1dd7d5574d124add4761406b3,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,OTHER,b3001054cd233f26f9dc79f381c424bff1632a78978b5f8ea7a5fbb7a5312cca,3,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:9bd03053105f809e369faa905baaa993074f574b95a1c548dbbbcf830cd7cb7e,PASS
5443731117e57d83649498496d11da12686338bfb21fff9cf6a6dec7a1ce80de,REPAIR,WRONG_BRANCH_CONDITION,FIX_BRANCH_CONDITION,FIR_CONVOLUTION,ce87d2865bae713d1ac7f37e3d5ecbe7ad0f3ce6346fd6572c3590436bf7e00a,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:aab0635d2f4f2cf7909e9ed0ce1ee6dc699e436226f1221831c0282243c2a08e,PASS
5865eb89f71def9dcddc9cbf5b208ba16e2ffec3e3f334c14b3e443695f5aa17,REPAIR,WRONG_BRANCH_CONDITION,FIX_BRANCH_CONDITION,FIR_CONVOLUTION,ce87d2865bae713d1ac7f37e3d5ecbe7ad0f3ce6346fd6572c3590436bf7e00a,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:aab0635d2f4f2cf7909e9ed0ce1ee6dc699e436226f1221831c0282243c2a08e,PASS
59195565748feb81cf87227b9a6080e60289af28bd2ba43e24ffe87c2f8a17e7,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,REPLACE_UNSUPPORTED_STL+REMOVE_RECURSION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,3,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
592907a0b7b7c98b5a91252d56687c9a6739f3b2a830d870b3604cf50dc9eba1,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,OTHER,b3001054cd233f26f9dc79f381c424bff1632a78978b5f8ea7a5fbb7a5312cca,3,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:9bd03053105f809e369faa905baaa993074f574b95a1c548dbbbcf830cd7cb7e,PASS
614bd020b92f5bcb23ef991ab50e0c1e86859df2492bc6360298ba06a7f30a66,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,ARRAY_PARTITION+LOOP_UNROLL+MULTI_PARTIAL_SUM,DOT_PRODUCT,517ceee8c6c0c646bd9055a2815aafadb6d0bd5e2eb1e6ef5f309661112aa95c,3,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
6329f874232e128c12b4e96e90e68dcf2e2ceb8f7d9adacff8bcca06d45e8ef1,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,VECTOR_ELEMENTWISE,8f3251161ddc3be0f268e8939c8b0158267ee2051bd4931ce59115e2313de3e5,1,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
6d96a076d365df45fcd9768c5f831848fe4c6e1a4b5e948959d1148b96397657,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,DATAFLOW,STREAM_PIPELINE,13da88166808091d00b8db11d4e5edc8c22efeba6135d30f93078beea7a9d10d,2,FAILURE,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:7fb2ff9f14ce4a661aad2fb8cde0ed422bb3b98bace5baacd2943e52595640a9,PASS
6f729cd949d1b84a2517ae78065fcd23ea005713432a2cbed6f070ae3b9b9683,STRUCTURAL_FIX,STRUCTURAL_ERROR_OTHER,INCREASE_FIFO_DEPTH+REORDER_STREAM_OPERATIONS,STREAM_PIPELINE,0a990360b37c0f14d80d317a00a62d335d3ccdefad5d3a538f580028a97e5009,4,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:5e8ccc223c95c285721e5be1bef8bd922f6a743193fae71abec628f84f90e598,PASS
747351aeedeb1014c69a7446923dba0374a2ac64b61c3595e2f4481d4c57249c,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_PIPELINE,VECTOR_ELEMENTWISE,0defa7e6732a4530847c633ea2c5ee756a57ae932d182fb034a5af1ea831eaa1,3,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4c0178ffb19844df21e2154ebc36535c9e568b0f880ceb535ef78c1044383bc0,NOT_RUN
76adf6266695247caff8790b3d5216d17af6c878acf3fc8bd784bc4f573f1c91,REPAIR,WRONG_BRANCH_CONDITION,FIX_BRANCH_CONDITION,FIR_CONVOLUTION,ce87d2865bae713d1ac7f37e3d5ecbe7ad0f3ce6346fd6572c3590436bf7e00a,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:aab0635d2f4f2cf7909e9ed0ce1ee6dc699e436226f1221831c0282243c2a08e,PASS
7a38623d0f53a1f38a7278e64bc149ec2df3e52d8fdf1d0e18cd2ef7ac3a52cd,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,VECTOR_ELEMENTWISE,8f3251161ddc3be0f268e8939c8b0158267ee2051bd4931ce59115e2313de3e5,1,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
7c1bfbcafe6b619af18aae318f4b7e5f5d6ef41e7a2162a6ee38580ec8162ad6,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,LOOP_PIPELINE+ARRAY_PARTITION+MEMORY_BANKING,REDUCTION,5ded6fb620d2046b7cbf25acca8ce6234a954d419530b645454fbb4562e74b3e,2,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:915f6f9bc8138cdd225a4ac2f5bec40e1934d6c0f47657469fd058d4b8348c7d,PASS
828623b6dc9b53ff183930b6d9524acaffc0ced4ff9ae33ebf46b1773fda5d58,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,LOOP_UNROLL,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,2,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,NOT_RUN
82e9a9d713fe2d9ff8c2a7175c486c5b0b2eb0160f1de8a2c387de79391f2f8b,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,STREAMING+DATAFLOW,STREAM_PIPELINE,0a990360b37c0f14d80d317a00a62d335d3ccdefad5d3a538f580028a97e5009,4,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:5e8ccc223c95c285721e5be1bef8bd922f6a743193fae71abec628f84f90e598,PASS
851148b91f25d4c0bdf94fc997f6241942f8137a69307630d7bdfd2843181d25,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,VECTOR_ELEMENTWISE,8f3251161ddc3be0f268e8939c8b0158267ee2051bd4931ce59115e2313de3e5,1,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
8f70c3596f74f283350c37c562ceb09092eca8341195d25dc60942cfa3794fde,SYNTH_FIX,UNSUPPORTED_STL,REPLACE_UNSUPPORTED_STL,MATRIX_MULTIPLICATION,52499a815a54336a95e2a4c84a69cf047935980d145e05c4b655aa71c7c3af67,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:eb4d2cdb6098e8f7510c8dc6176770b2c805b98a69b67bf3353b4c1915ec0001,PASS
93f3bd786c567f176e6a0cf51bcf1c7e0f79742a3238c9c900c8c15b08c2b8aa,REPAIR,OFF_BY_ONE,FIX_LOOP_BOUND,VECTOR_ELEMENTWISE,f027d3351bfa35db4cc800b8fb3f429de7e689d80eb0014dd70f940951cd5700,1,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
95c7a3c3fd688c1ac4b0a7da8f4bc2bd39fdb68f483cedb72a03f4d930596dde,STRUCTURAL_FIX,STRUCTURAL_ERROR_OTHER,OTHER_STRUCTURAL_REPAIR,STREAM_PIPELINE,a2dc758c175f550f615767d005e68e12ff03785bc24321e96b46eb3b99a82884,4,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
9a7ab5f14d5bf05f16f11a1f11a1da3fe4265dcd3c009e634ae85277a7fbab92,SYNTH_FIX,DYNAMIC_ALLOCATION,REMOVE_DYNAMIC_ALLOCATION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
9b554fc55be0c7a0842215808e7086c82239b2806784b3f205eb931d62f12d12,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_PIPELINE,VECTOR_ELEMENTWISE,0defa7e6732a4530847c633ea2c5ee756a57ae932d182fb034a5af1ea831eaa1,3,FAILURE,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4c0178ffb19844df21e2154ebc36535c9e568b0f880ceb535ef78c1044383bc0,NOT_RUN
9ea7009e31b8052e720fb9580a80a54abbac565dc018a961428a5974f940cc7b,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,VECTOR_ELEMENTWISE,ca081486a01fa0bbe8d93812474e67327cfadd659967a424d8c10d43dab3fb99,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:f6f71a166eba9259eb23d3447b58d69f1246d554c6a62a34b5c4fe04ca917e69,PASS
a0b2c84fabf41cc0c2c950a872cecfc6835b40b5892564722aef4108deaa0dcc,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,DATAFLOW,STREAM_PIPELINE,1537ad98d012d363c30c078b1d27c6066290922acdb645b81a5eb7226152ad1b,3,FAILURE,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
a345339987216661906d82d0880bf574e64ad9896c75af2d29ba35cb8c5fb185,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_UNROLL,VECTOR_ELEMENTWISE,0defa7e6732a4530847c633ea2c5ee756a57ae932d182fb034a5af1ea831eaa1,3,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4c0178ffb19844df21e2154ebc36535c9e568b0f880ceb535ef78c1044383bc0,PASS
b07e461206ee03bff4ac113f38d1c56c5b3bfaec81864bff8695a5eab71054e3,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,VECTOR_ELEMENTWISE,3f66fe95c8e4f10cada90631276ed45fb5135ca3dc56a724c866a54f8b5f15bb,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:91d3a2abfaf32e46ad31b6dacdf8d4ce68d62ce8c568b96123e8cf66dde80fd7,PASS
b180816903a096e8b66d116ccfdb6b3d66317ecf5c7ec6967428a47ce91c32e5,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,OTHER,48b681c810050468ddf06aa93e96a9e4520885cff91d40a4605ffe3974a00688,2,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
b295e15707c21d4debb498d6291944a84bf4cff099d00b9547bdf2a178a8f847,SYNTH_FIX,DYNAMIC_ALLOCATION,REMOVE_DYNAMIC_ALLOCATION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
b857ac95c46fbd6064d58ef4c87dfaf70d6266d2707d7bd85f565a1e796f8e60,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,OTHER,48b681c810050468ddf06aa93e96a9e4520885cff91d40a4605ffe3974a00688,2,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
b94ff93b9d103eb5b9a4edc1ea5ac5a5252d881f5f2431a147726a3957eac776,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,OTHER,c22acf97012cb09914f25c3ae5a8f5d43080397c123b917e5aaf30a43efda89e,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:e12016910cb2636a47042c02d1718e245b5155693b400bd54aea732a4b18b087,PASS
